Deficit,SNOMEDCT_CONCEPTID,CTV3,Provenance,Codedescription,TimeConstraintyears,AgeLimit,Otherinstructions,new_descriptions
Alcohol,161109002,,ucl-alcohol,Alcoholics anonymous,5,,Previous higher risk/harmful drinking,Alcoholics anonymous
Alcohol,191806001,,ucl-alcohol,"Acute alcoholic intoxication in remission, in alcoholism",5,,Previous higher risk/harmful drinking,"Acute alcoholic intoxication in remission, in alcoholism"
Alcohol,1082641000000106,,,Alcohol units consumed per week (observable entity),5,,Alcohol - numeric (0 = code as zero alcohol; 1-20 = code as lower risk drinking; 21-48 = code as higher risk drinking; 49+ = code as harmful drinking),Alcohol units consumed per week (observable entity)
Alcohol,1082631000000102,,,Alcohol units consumed per day (observable entity),5,,Alcohol - numeric (0 = code as zero alcohol; 1-20 = code as lower risk drinking; 21-48 = code as higher risk drinking; 49+ = code as harmful drinking). Multiply by 7 to get weekly units.,Alcohol units consumed per week (observable entity)
Alcohol,228957004,,ucl-alcohol,Alcohol units per day,5,,Alcohol - numeric (0 = code as zero alcohol; 1-20 = code as lower risk drinking; 21-48 = code as higher risk drinking; 49+ = code as harmful drinking). Multiply by 7 to get weekly units.,alcohol units/day
Alcohol,228958009,,ucl-alcohol,Alcohol units per week,5,,Alcohol - numeric (0 = code as zero alcohol; 1-20 = code as lower risk drinking; 21-48 = code as higher risk drinking; 49+ = code as harmful drinking),alcohol units/week
Anaemia & haematinic deficiency,266992002,145..,,H/O: blood disorder (& [anaemia]),5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,H/O: blood disorder
Anaemia & haematinic deficiency,275538002,145..,,H/O: blood disorder (& [anaemia]),5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,H/O: anaemia
Anaemia & haematinic deficiency,161456009,1451,,H/O: anaemia - iron deficient,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,H/O: anaemia - iron deficient
Anaemia & haematinic deficiency,161457000,1452,,H/O: Anaemia vit.B12 deficient,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,H/O: Anemia vit.B12 deficient
Anaemia & haematinic deficiency,161458005,1453,,H/O: haemolytic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,H/O: haemolytic anaemia
Anaemia & haematinic deficiency,165626000,42R41,,Ferritin level low,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Ferritin level low
Anaemia & haematinic deficiency,165645009,42T2.,,Serum vitamin B12 low,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Serum vitamin B12 low
Anaemia & haematinic deficiency,170823005,66E5.,,B12 injections - at surgery,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,B12 injections - at surgery
Anaemia & haematinic deficiency,189509003,B9370,,"Refractory anaemia without sideroblasts, so stated",,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,"Refractory anaemia without sideroblasts, so stated"
Anaemia & haematinic deficiency,109998009,B9371,,Refractory anaemia with sideroblasts,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Refractory anaemia with ringed sideroblasts (clinical)
Anaemia & haematinic deficiency,398623004,B9372,,Refractory anaemia with excess of blasts,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Refractory anemia with excess blasts (disorder)
Anaemia & haematinic deficiency,110000005,B9373,,Refractory anaemia with excess of blasts with transformation,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Refractory anaemia with excess blasts in transformation (clinical)
Anaemia & haematinic deficiency,128846006,BBmA.,,[M] Refractory anaemia with sideroblasts,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Refractory anemia with ringed sideroblasts
Anaemia & haematinic deficiency,128848007,BBmB.,,[M]Refractory anaemia+excess of blasts with transformation,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,RAEB-T
Anaemia & haematinic deficiency,109996008,ByuHC,,"[X]Refractory anaemia, unspecified",,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Refractory anaemia (clinical)
Anaemia & haematinic deficiency,190633005,C2620,,Folic acid deficiency,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Folic acid deficiency
Anaemia & haematinic deficiency,190634004,C2621,,Cobalamin deficiency,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Vitamin B12 deficiency
Anaemia & haematinic deficiency,87522002,D0...,,Deficiency anaemiasm (& [asiderotic] or [sideropenic]),5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Iron deficiency anemia
Anaemia & haematinic deficiency,267513007,D0...,,Deficiency anaemiasm (& [asiderotic] or [sideropenic]),5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Deficiency anemias
Anaemia & haematinic deficiency,44666001,D00..,,Iron deficiency anaemias (& [hypochromic - microcytic]),5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Microcytic hypochromic anemia
Anaemia & haematinic deficiency,413533008,D000.,,Anaemia due chron blood loss: [iron defic] or [normocytic],5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Anemia due to chronic blood loss (disorder)
Anaemia & haematinic deficiency,234352004,D000.,,Anaemia due chron blood loss: [iron defic] or [normocytic],5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Normocytic anemia due to chronic blood loss
Anaemia & haematinic deficiency,191128004,D001.,,Iron deficiency anaemia due to dietary causes,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Iron deficiency anaemia due to dietary causes
Anaemia & haematinic deficiency,80126007,D00y.,,(Kelly-Paterson's)/(Plumm-Vinson's)/(oth sp iron def anaem),5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Plummer-Vinson syndrome
Anaemia & haematinic deficiency,80875006,D00z0,,Achlorhydric anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Achlorhydric anemia
Anaemia & haematinic deficiency,191136008,D00z2,,Idiopathic hypochromic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Idiopathic hypochromic anaemia
Anaemia & haematinic deficiency,53165003,D01..,,Anaemia: [megaloblastic] or [other deficiency],5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Megaloblastic anemia
Anaemia & haematinic deficiency,84027009,D010.,,Pernicious anaemia (& [Biermers][congen def intrins factor]),5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Pernicious anemia
Anaemia & haematinic deficiency,234361004,D010.,,Pernicious anaemia (& [Biermers][congen def intrins factor]),5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Congenital deficiency of intrinsic factor
Anaemia & haematinic deficiency,234362006,D010.,,Pernicious anaemia (& [Biermers][congen def intrins factor]),5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Biermer's congenital pernicious anaemia
Anaemia & haematinic deficiency,49472006,D011.,,Vitamin B12 deficiency anaemia (& pleural),5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Megaloblastic anemia due to vitamin B>12< deficiency
Anaemia & haematinic deficiency,234360003,D0110,,Vit B12 def anaem: [diet][Imersl-Grasbeck][Imerslund][Vegan],5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Vegan's anaemia
Anaemia & haematinic deficiency,234363001,D0110,,Vit B12 def anaem: [diet][Imersl-Grasbeck][Imerslund][Vegan],5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Imerslund-Grasbeck anemia
Anaemia & haematinic deficiency,267517008,D0110,,Vit B12 def anaem: [diet][Imersl-Grasbeck][Imerslund][Vegan],5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Vitamin B12 deficiency anemia due to dietary causes
Anaemia & haematinic deficiency,191142007,D0111,,Vit B12 defic anaemia due to malabsorption with proteinuria,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Vitamin B12 deficiency anaemia due to malabsorption with proteinuria
Anaemia & haematinic deficiency,85649008,D012.,,Folate-deficient megaloblastic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Megaloblastic anemia due to folate deficiency
Anaemia & haematinic deficiency,15332004,D0121,,"Anaemia: [folate def or megaloblast, diet cause]/[goat milk]",5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Goats' milk anemia
Anaemia & haematinic deficiency,267518003,D0121,,"Anaemia: [folate def or megaloblast, diet cause]/[goat milk]",5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Folate deficiency anaemia due to dietary causes
Anaemia & haematinic deficiency,234358000,D0121,,"Anaemia: [folate def or megaloblast, diet cause]/[goat milk]",5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Megaloblastic anaemia due to dietary causes
Anaemia & haematinic deficiency,191148006,D0122,,"Folate deficiency anaemia, drug-induced",5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,"Folate deficiency anaemia, drug-induced"
Anaemia & haematinic deficiency,191149003,D0123,,Folate deficiency anaemia due to malabsorption,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Folate deficiency anemia due to malabsorption
Anaemia & haematinic deficiency,191150003,D0124,,Folate deficiency anaemia due to liver disorders,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Folate deficiency anaemia due to liver disorders
Anaemia & haematinic deficiency,191154007,D0130,,Combined B12 and folate deficiency anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Combined B12 and folate deficiency anemia
Anaemia & haematinic deficiency,191156009,D014.,,Protein-deficiency anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Protein-deficiency anemia
Anaemia & haematinic deficiency,85746008,D014.,,Protein-deficiency anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Anemia due to protein deficiency
Anaemia & haematinic deficiency,65560000,D0140,,Amino acid deficiency anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Amino acid deficiency anemia
Anaemia & haematinic deficiency,61261009,D1...,,Haemolytic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Hemolytic anemia
Anaemia & haematinic deficiency,40108008,D104.,,"(Thalassaemia (& Mediterr anaemia)) or (leptocytosis, hered)",,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Thalassemia
Anaemia & haematinic deficiency,75451007,D1040,,Thalassaemia major: [NEC] or [Cooley's anaemia],,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Thalassemia major
Anaemia & haematinic deficiency,26682008,D1040,,Thalassaemia major: [NEC] or [Cooley's anaemia],,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Homozygous beta thalassemia
Anaemia & haematinic deficiency,127040003,D106.,,Sickle cell anaemia,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Sickle cell anemia
Anaemia & haematinic deficiency,416180004,D1061,,Sickle cell anaemia with no crisis,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Hemoglobin SS disease without crisis (disorder)
Anaemia & haematinic deficiency,417425009,D1062,,Sickle cell anaemia with crisis,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Hemoglobin SS disease with crisis (disorder)
Anaemia & haematinic deficiency,4854004,D11..,,Acquired haemolytic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Acquired hemolytic anemia
Anaemia & haematinic deficiency,413603009,D110.,,(Autoimmun haemolyt anaemia) or (Coombs positive haemolysis),5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Autoimmune hemolytic anemia (disorder)
Anaemia & haematinic deficiency,191210005,D1100,,Primary cold-type haemolytic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Primary cold-type hemolytic anemia
Anaemia & haematinic deficiency,191211009,D1101,,Primary warm-type haemolytic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Primary warm-type haemolytic anaemia
Anaemia & haematinic deficiency,191212002,D1102,,Secondary cold-type haemolytic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Secondary cold-type hemolytic anemia
Anaemia & haematinic deficiency,191213007,D1103,,Secondary warm-type haemolytic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Secondary warm-type haemolytic anaemia
Anaemia & haematinic deficiency,191216004,D111.,,Non-autoimmune haemolytic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Non-autoimmune hemolytic anemia
Anaemia & haematinic deficiency,191217008,D1110,,Mechanical haemolytic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Mechanical haemolytic anaemia
Anaemia & haematinic deficiency,51071000,D1111,,Microangiopathic haemolytic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Microangiopathic hemolytic anemia
Anaemia & haematinic deficiency,191218003,D1112,,Toxic haemolytic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Toxic hemolytic anemia
Anaemia & haematinic deficiency,81711008,D1114,,Drug-induced haemolytic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Hemolytic anemia due to drugs
Anaemia & haematinic deficiency,38689004,D1115,,Infective haemolytic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Hemolytic anemia due to infection
Anaemia & haematinic deficiency,271737000,D2...,,Aplastic and other anaemias,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Anemia
Anaemia & haematinic deficiency,306058006,D20..,,Aplastic anaemia,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Aplastic anaemia
Anaemia & haematinic deficiency,275523003,D2002,,(Constit aplas anaem with malf) or (pancytopenia - dysmelia),,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Pancytopenia-dysmelia
Anaemia & haematinic deficiency,267524009,D2002,,(Constit aplas anaem with malf) or (pancytopenia - dysmelia),,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Constitutional aplastic anemia with malformation
Anaemia & haematinic deficiency,267525005,D200y,,Other specified constitutional aplastic anaemia,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Constitutional red cell aplasia and hypoplasia
Anaemia & haematinic deficiency,234343008,D201.,,Anaemia: [acquired aplastic] or [normocytic due to aplasia],,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Normocytic anemia due to aplasia
Anaemia & haematinic deficiency,55907008,D201.,,Anaemia: [acquired aplastic] or [normocytic due to aplasia],,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis,Acquired aplastic anemia
